unique_identifier,region,seoul_metro_area,n_fam_members,n_under_age10,live_toge_couple,both_work,only_man_works,only_woman_works,both_dont_work,GENDER_RESP,AGE_RESP,HOUSE_TYPE,HOUSE_TYPE2,HOUSE_SQ_METER,HOUSE_RENT,HOUSE_RENT2,HOUSEHOLD_INC,TIME_SHORTAGE,WORK_GIVEUP,WORK_GIVEUP2,HOW_TIRED,REASON_TIRED,REASON_TIRED2,SATIS_LIFE,SATIS_LEISURE,SATIS_HOUWORK_DIVISION,GENDER_ROLE,edu_level,working_status,reason_not_working,working_field,position_type,hired_status,working_time,weekly_worktime,week_sidejob_worktime,dayoff_type,health_status
2082,31,Y,4,2,Y,N,Y,N,N,1,42,2,APT,75,1,OWN,4,1,1,WORK,1,1,WORK,3,4,3,2,3,1,,ETC,skill_own_worker,5,,72,0,3,3
11798,32,N,2,0,Y,N,Y,N,N,1,42,2,APT,69,1,OWN,3,3,,,2,1,WORK,2,3,2,3,5,1,,PUBLIC,office_worker,1,1,40,0,1,3
10244,34,N,3,0,Y,N,Y,N,N,1,42,2,APT,39,1,OWN,5,2,1,WORK,1,1,WORK,2,3,3,4,4,1,,MANUFACTURE,machine_tech,1,1,50,0,1,3
10336,34,N,4,1,Y,N,Y,N,N,2,42,2,APT,105,1,OWN,4,2,3,CHI_CARE,2,3,CHI_CARE,2,2,2,3,4,3,1,,,,,,,,1
10360,34,N,5,0,Y,N,Y,N,N,1,42,2,APT,85,1,OWN,6,3,,,2,1,WORK,3,4,3,1,5,1,,MANUFACTURE,skill_own_worker,1,1,40,0,1,2
10408,34,N,4,1,Y,N,Y,N,N,2,42,2,APT,96,1,OWN,5,3,,,2,3,CHI_CARE,3,2,2,3,4,3,1,,,,,,,,2
10450,34,N,4,2,Y,N,Y,N,N,1,42,2,APT,60,1,OWN,4,3,,,1,1,WORK,3,2,4,3,3,1,,MANUFACTURE,machine_tech,1,1,48,0,1,3
10495,34,N,4,1,Y,N,Y,N,N,1,42,2,APT,60,5,COMPLIMENTARY,7,3,,,3,,,2,2,2,2,6,1,,EDUCATION,expert,1,1,50,0,1,2
6227,35,N,4,0,Y,N,Y,N,N,1,42,2,APT,155,1,OWN,5,3,,,2,1,WORK,1,3,3,2,7,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,3
6262,35,N,4,2,Y,N,Y,N,N,1,42,3,SMALL_FLAT,86,2,JEONSE,4,1,1,WORK,1,1,WORK,2,3,4,3,5,1,,FACILITY_MANA,simple_worker,5,,60,0,3,3
6344,35,N,4,2,Y,N,Y,N,N,1,42,2,APT,60,1,OWN,5,1,1,WORK,2,1,WORK,2,2,1,4,5,1,,EDUCATION,expert,1,1,40,0,6,3
6620,35,N,5,3,Y,N,Y,N,N,1,42,2,APT,73,1,OWN,5,1,3,CHI_CARE,1,3,CHI_CARE,4,5,5,3,5,1,,PUBLIC,office_worker,1,1,52,0,1,3
6741,35,N,2,0,Y,N,Y,N,N,1,42,2,APT,50,1,OWN,4,2,1,WORK,2,1,WORK,3,3,2,2,3,1,,MANUFACTURE,office_worker,1,1,40,0,1,3
5627,36,N,6,2,Y,N,Y,N,N,1,42,2,APT,85,1,OWN,4,1,1,WORK,2,1,WORK,3,3,2,3,5,1,,AGRICULTURE,agri_worker,1,1,50,0,3,3
4181,37,N,4,0,Y,N,Y,N,N,1,42,2,APT,60,1,OWN,3,1,1,WORK,1,1,WORK,4,4,2,2,4,1,,MANUFACTURE,office_worker,1,1,54,0,2,2
4812,37,N,3,1,Y,N,Y,N,N,1,42,2,APT,84,1,OWN,5,1,1,WORK,1,6,HEALTH,4,4,2,3,5,1,,MANUFACTURE,skill_own_worker,1,1,48,0,1,3
8938,38,N,4,1,Y,N,Y,N,N,2,42,2,APT,84,1,OWN,5,2,5,SOCIALIZING,2,3,CHI_CARE,3,2,2,2,5,3,1,,,,,,,,3
9115,38,N,5,3,Y,N,Y,N,N,1,42,2,APT,112,1,OWN,5,2,1,WORK,2,1,WORK,3,4,1,3,5,1,,MANUFACTURE,machine_tech,1,1,56,0,1,3
9234,38,N,3,1,Y,N,Y,N,N,1,42,2,APT,71,1,OWN,3,3,,,2,1,WORK,3,3,3,3,3,1,,MANUFACTURE,skill_own_worker,1,1,44,0,1,3
9328,38,N,6,1,Y,N,Y,N,N,2,42,2,APT,84,1,OWN,5,2,4,HOUSEWORK,2,4,HOUSEWORK,2,3,2,3,3,3,1,,,,,,,,3
6839,39,N,5,3,Y,N,Y,N,N,2,42,2,APT,84,3,RENT_DEPOSIT,4,2,4,HOUSEWORK,2,3,CHI_CARE,2,3,3,2,4,3,1,,,,,,,,2
9573,25,N,5,3,Y,N,N,Y,N,1,42,2,APT,84,1,OWN,4,3,,,2,3,CHI_CARE,3,2,3,2,3,3,1,,,,,,,,3
11631,29,N,3,1,Y,N,N,Y,N,2,42,2,APT,97,3,RENT_DEPOSIT,3,1,4,HOUSEWORK,2,7,ETC,3,4,5,4,5,1,,EDUCATION,expert,3,2,7,4,5,2
1527,31,Y,4,2,Y,N,N,Y,N,2,42,2,APT,66,2,JEONSE,4,3,,,3,,,4,4,4,4,5,1,,MANUFACTURE,expert,1,1,30,0,1,1
4211,37,N,4,0,Y,N,N,Y,N,2,42,1,SINGLE,92,1,OWN,3,1,1,WORK,1,1,WORK,4,4,3,3,3,1,,ETC,service_worker,5,,70,0,3,4
5251,24,N,3,0,N,N,Y,N,N,2,42,2,APT,60,1,OWN,3,3,,,3,,,3,3,3,3,3,3,2,,,,,,,,3
11503,29,N,3,1,N,N,Y,N,N,2,42,2,APT,84,2,JEONSE,5,2,3,CHI_CARE,1,3,CHI_CARE,5,5,5,4,5,3,1,,,,,,,,3
1767,31,Y,2,0,N,N,Y,N,N,2,42,2,APT,66,1,OWN,5,4,,,3,,,3,3,4,3,3,3,2,,,,,,,,2
11766,34,N,3,0,N,N,Y,N,N,2,42,1,SINGLE,82,1,OWN,5,2,2,STUDY,1,2,STUDY,2,2,4,4,5,3,4,,,,,,,,3
2890,11,Y,3,0,Y,N,N,N,Y,1,42,1,SINGLE,57,5,COMPLIMENTARY,3,1,6,MOVETIME,1,6,HEALTH,3,3,3,2,4,3,7,,,,,,,,3
2429,11,Y,3,0,Y,Y,N,N,N,2,43,1,SINGLE,59,3,RENT_DEPOSIT,5,2,1,WORK,1,4,HOUSEWORK,3,3,2,3,2,1,,MANUFACTURE,simple_worker,1,1,60,0,2,3
2442,11,Y,3,1,Y,Y,N,N,N,1,43,2,APT,92,1,OWN,5,1,6,MOVETIME,1,1,WORK,1,1,1,4,5,1,,WHOLESALE_RETAIL,saler_worker,1,1,84,0,2,1
2594,11,Y,5,1,Y,Y,N,N,N,2,43,2,APT,100,2,JEONSE,9,2,1,WORK,2,1,WORK,2,4,3,4,6,1,,EDUCATION,expert,1,1,40,0,1,2
2663,11,Y,4,0,Y,Y,N,N,N,1,43,3,SMALL_FLAT,53,1,OWN,6,2,1,WORK,2,1,WORK,3,3,3,2,5,1,,PROFESSIONAL_SER,expert,1,1,52,0,1,3
2814,11,Y,4,0,Y,Y,N,N,N,2,43,2,APT,112,1,OWN,6,2,4,HOUSEWORK,1,4,HOUSEWORK,4,4,5,4,4,1,,FINANCE,expert,1,1,45,0,1,3
2984,11,Y,4,2,Y,Y,N,N,N,1,43,1,SINGLE,39,2,JEONSE,7,2,6,MOVETIME,2,1,WORK,2,3,3,4,5,1,,WHOLESALE_RETAIL,manager,5,,55,0,5,5
2990,11,Y,4,2,Y,Y,N,N,N,1,43,2,APT,96,2,JEONSE,9,1,4,HOUSEWORK,2,3,CHI_CARE,3,4,3,3,6,1,,MANUFACTURE,expert,1,1,41,0,1,3
3165,11,Y,4,0,Y,Y,N,N,N,1,43,1,SINGLE,33,2,JEONSE,3,1,1,WORK,2,1,WORK,3,3,3,3,3,1,,ETC,simple_worker,1,1,54,0,5,3
3237,11,Y,2,0,Y,Y,N,N,N,1,43,2,APT,60,2,JEONSE,9,1,1,WORK,2,1,WORK,3,2,3,4,6,1,,EDUCATION,office_worker,1,1,35,0,1,2
7440,21,N,3,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,8,2,1,WORK,2,1,WORK,2,3,2,4,4,1,,TRANSPORTATION,simple_worker,4,,60,0,3,3
7449,21,N,3,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,6,2,1,WORK,2,1,WORK,3,3,3,4,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,3
7619,21,N,3,1,Y,Y,N,N,N,1,43,2,APT,85,2,JEONSE,6,3,,,3,,,3,2,3,3,5,1,,ETC,machine_tech,1,1,52,0,1,2
8082,21,N,5,1,Y,Y,N,N,N,1,43,2,APT,109,1,OWN,7,2,5,SOCIALIZING,1,1,WORK,3,3,3,2,3,1,,WHOLESALE_RETAIL,saler_worker,4,,58,0,3,3
3829,22,N,5,1,Y,Y,N,N,N,2,43,1,SINGLE,149,1,OWN,9,2,4,HOUSEWORK,2,1,WORK,2,3,4,4,5,1,,PUBLIC,service_worker,1,1,40,0,1,2
3881,22,N,3,1,Y,Y,N,N,N,2,43,3,SMALL_FLAT,40,4,RENT,6,3,,,3,,,2,3,2,4,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,2
3905,22,N,4,1,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,9,1,1,WORK,1,1,WORK,4,5,3,2,5,1,,MANUFACTURE,machine_tech,1,1,50,0,4,3
3906,22,N,3,0,Y,Y,N,N,N,2,43,2,APT,85,1,OWN,5,1,4,HOUSEWORK,1,3,CHI_CARE,3,3,4,3,5,1,,WHOLESALE_RETAIL,expert,1,2,45,0,1,4
4033,22,N,4,1,Y,Y,N,N,N,1,43,1,SINGLE,66,2,JEONSE,5,3,,,2,1,WORK,3,3,3,3,3,1,,IT,office_worker,1,1,60,0,1,3
4103,22,N,4,0,Y,Y,N,N,N,2,43,2,APT,50,1,OWN,5,1,1,WORK,1,1,WORK,4,3,5,3,3,1,,MANUFACTURE,simple_worker,3,2,60,0,5,4
738,23,Y,3,1,Y,Y,N,N,N,2,43,2,APT,85,1,OWN,5,3,,,2,1,WORK,1,1,2,4,4,1,,EDUCATION,expert,4,,35,0,1,1
789,23,Y,4,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,9,2,6,MOVETIME,2,1,WORK,2,2,2,3,6,1,,MANUFACTURE,office_worker,1,1,45,0,1,2
930,23,Y,3,1,Y,Y,N,N,N,2,43,3,SMALL_FLAT,58,1,OWN,5,1,3,CHI_CARE,2,3,CHI_CARE,3,4,4,3,4,1,,MANUFACTURE,simple_worker,1,1,40,0,1,2
933,23,Y,2,0,Y,Y,N,N,N,1,43,3,SMALL_FLAT,58,2,JEONSE,6,1,1,WORK,1,1,WORK,4,4,3,3,6,1,,IT,expert,1,1,46,0,1,2
958,23,Y,4,0,Y,Y,N,N,N,2,43,2,APT,85,1,OWN,8,2,1,WORK,2,1,WORK,2,2,2,4,4,1,,FINANCE,office_worker,1,1,40,0,2,3
5198,24,N,4,1,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,8,2,6,MOVETIME,2,1,WORK,2,4,3,4,4,1,,PUBLIC,service_worker,1,1,40,0,1,2
5406,24,N,5,0,Y,Y,N,N,N,1,43,2,APT,60,1,OWN,8,2,6,MOVETIME,2,1,WORK,3,3,3,3,4,1,,TRANSPORTATION,machine_tech,1,1,40,0,1,2
9643,25,N,5,2,Y,Y,N,N,N,1,43,2,APT,122,1,OWN,5,1,1,WORK,2,1,WORK,4,4,4,4,4,1,,WHOLESALE_RETAIL,saler_worker,4,,40,0,5,3
9779,25,N,3,0,Y,Y,N,N,N,1,43,2,APT,84,1,OWN,8,3,,,2,1,WORK,3,3,4,4,6,1,,PROFESSIONAL_SER,expert,5,,48,0,3,2
9826,25,N,4,2,Y,Y,N,N,N,1,43,2,APT,147,1,OWN,5,2,1,WORK,2,1,WORK,2,3,2,4,6,1,,EDUCATION,expert,1,1,40,0,1,2
10001,25,N,2,0,Y,Y,N,N,N,1,43,1,SINGLE,85,1,OWN,6,1,5,SOCIALIZING,1,7,ETC,4,5,3,4,4,1,,WHOLESALE_RETAIL,saler_worker,4,,50,0,3,3
10033,25,N,3,1,Y,Y,N,N,N,1,43,1,SINGLE,66,3,RENT_DEPOSIT,4,1,1,WORK,1,1,WORK,4,4,3,3,3,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
8359,26,N,3,0,Y,Y,N,N,N,1,43,1,SINGLE,197,2,JEONSE,6,2,1,WORK,1,1,WORK,2,3,2,4,5,1,,WHOLESALE_RETAIL,saler_worker,1,1,45,0,5,2
8434,26,N,4,0,Y,Y,N,N,N,2,43,3,SMALL_FLAT,33,3,RENT_DEPOSIT,4,2,7,ETC,2,1,WORK,3,3,3,4,3,1,,WHOLESALE_RETAIL,saler_worker,3,2,36,0,5,3
8459,26,N,4,0,Y,Y,N,N,N,1,43,2,APT,83,1,OWN,7,1,2,STUDY,1,2,STUDY,4,4,3,3,4,1,,EDUCATION,expert,1,1,50,0,1,2
8472,26,N,4,0,Y,Y,N,N,N,2,43,2,APT,112,1,OWN,6,1,4,HOUSEWORK,1,1,WORK,2,5,4,4,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,2
8513,26,N,4,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,5,2,6,MOVETIME,1,1,WORK,4,4,3,2,4,1,,MANUFACTURE,skill_own_worker,1,1,48,1,3,3
11471,29,N,4,0,Y,Y,N,N,N,1,43,1,SINGLE,66,1,OWN,5,2,1,WORK,1,1,WORK,1,4,2,4,4,1,,AGRICULTURE,agri_worker,5,,70,0,5,1
11552,29,N,4,0,Y,Y,N,N,N,2,43,2,APT,106,1,OWN,9,1,1,WORK,1,1,WORK,4,5,5,4,5,1,,PUBLIC,office_worker,1,1,40,1,4,3
28,31,Y,5,2,Y,Y,N,N,N,1,43,2,APT,105,1,OWN,9,2,1,WORK,1,1,WORK,4,3,3,2,4,1,,WHOLESALE_RETAIL,manager,1,1,40,0,1,3
41,31,Y,4,1,Y,Y,N,N,N,1,43,2,APT,56,3,RENT_DEPOSIT,5,1,6,MOVETIME,2,1,WORK,4,5,1,2,5,1,,MANUFACTURE,expert,1,1,50,0,2,2
48,31,Y,2,0,Y,Y,N,N,N,2,43,3,SMALL_FLAT,66,2,JEONSE,8,2,1,WORK,2,1,WORK,3,3,3,3,6,1,,EDUCATION,expert,5,,30,0,3,3
118,31,Y,4,2,Y,Y,N,N,N,1,43,2,APT,96,1,OWN,5,2,1,WORK,2,1,WORK,1,4,2,2,5,1,,IT,office_worker,1,1,45,0,1,2
154,31,Y,4,1,Y,Y,N,N,N,2,43,3,SMALL_FLAT,118,2,JEONSE,3,2,4,HOUSEWORK,1,6,HEALTH,2,3,3,3,2,1,,MANUFACTURE,simple_worker,3,2,35,0,1,3
1155,31,Y,3,1,Y,Y,N,N,N,1,43,3,SMALL_FLAT,50,1,OWN,3,1,1,WORK,1,1,WORK,5,4,3,4,3,1,,MANUFACTURE,skill_own_worker,1,1,45,0,3,3
1297,31,Y,4,0,Y,Y,N,N,N,2,43,2,APT,122,1,OWN,9,2,4,HOUSEWORK,2,1,WORK,3,3,5,4,5,1,,EDUCATION,expert,1,1,40,0,1,3
1435,31,Y,3,0,Y,Y,N,N,N,1,43,1,SINGLE,66,2,JEONSE,4,3,,,3,,,2,1,1,4,5,1,,FACILITY_MANA,skill_own_worker,1,1,40,0,1,2
1528,31,Y,3,0,Y,Y,N,N,N,2,43,3,SMALL_FLAT,66,2,JEONSE,7,1,1,WORK,1,1,WORK,1,2,4,4,5,1,,EDUCATION,expert,5,,36,0,1,4
2133,31,Y,4,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,6,1,1,WORK,1,1,WORK,3,4,3,3,5,1,,FINANCE,office_worker,1,1,50,0,1,3
11866,32,N,5,1,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,6,2,1,WORK,2,1,WORK,2,3,3,3,3,1,,CONSTRUCTION,machine_tech,5,,54,0,6,2
11909,32,N,3,1,Y,Y,N,N,N,1,43,2,APT,60,3,RENT_DEPOSIT,5,2,1,WORK,2,1,WORK,2,2,2,4,3,1,,CONSTRUCTION,simple_worker,3,1,40,0,5,2
11943,32,N,6,0,Y,Y,N,N,N,1,43,1,SINGLE,83,1,OWN,5,3,,,3,,,2,2,3,2,3,1,,HOTEL_RESTAU,service_worker,5,,20,0,6,4
12029,32,N,3,1,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,7,1,6,MOVETIME,2,1,WORK,1,2,2,3,5,1,,EDUCATION,office_worker,1,1,40,0,1,3
12064,32,N,4,0,Y,Y,N,N,N,1,43,2,APT,129,1,OWN,9,2,6,MOVETIME,2,1,WORK,2,2,3,3,6,1,,PUBLIC,army,1,1,40,0,1,3
12088,32,N,4,0,Y,Y,N,N,N,1,43,2,APT,60,1,OWN,5,2,1,WORK,2,1,WORK,2,3,2,3,4,1,,TRANSPORTATION,machine_tech,5,,40,0,5,2
12288,32,N,4,1,Y,Y,N,N,N,1,43,2,APT,59,1,OWN,4,1,1,WORK,2,1,WORK,5,5,3,4,5,1,,WHOLESALE_RETAIL,saler_worker,1,1,58,36,2,3
11030,33,N,3,0,Y,Y,N,N,N,1,43,2,APT,59,1,OWN,5,2,1,WORK,2,1,WORK,3,4,3,3,3,1,,CONSTRUCTION,skill_own_worker,1,1,60,0,3,1
11051,33,N,5,1,Y,Y,N,N,N,2,43,2,APT,85,3,RENT_DEPOSIT,7,2,4,HOUSEWORK,2,4,HOUSEWORK,3,3,3,4,4,1,,WHOLESALE_RETAIL,saler_worker,5,,70,0,6,3
10324,34,N,4,0,Y,Y,N,N,N,2,43,3,SMALL_FLAT,56,1,OWN,9,3,,,3,,,2,2,3,4,3,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
10362,34,N,4,2,Y,Y,N,N,N,1,43,2,APT,85,3,RENT_DEPOSIT,4,1,1,WORK,1,1,WORK,3,3,3,4,5,1,,MANUFACTURE,machine_tech,2,1,52,0,1,4
10609,34,N,5,2,Y,Y,N,N,N,1,43,2,APT,102,1,OWN,4,1,1,WORK,1,1,WORK,5,5,3,4,6,1,,TRANSPORTATION,machine_tech,1,1,61,0,2,2
6647,35,N,5,0,Y,Y,N,N,N,1,43,2,APT,132,1,OWN,7,2,1,WORK,2,1,WORK,2,2,3,3,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,3
5718,36,N,2,0,Y,Y,N,N,N,2,43,2,APT,47,3,RENT_DEPOSIT,9,2,1,WORK,2,1,WORK,3,3,3,3,3,1,,HOTEL_RESTAU,service_worker,3,1,54,0,5,3
5805,36,N,4,0,Y,Y,N,N,N,1,43,2,APT,85,3,RENT_DEPOSIT,3,2,1,WORK,1,1,WORK,3,3,3,2,4,1,,MANUFACTURE,skill_own_worker,1,1,52,0,3,3
6047,36,N,6,2,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,9,3,,,2,1,WORK,2,3,1,4,5,1,,FINANCE,manager,4,,46,0,1,3
6049,36,N,4,1,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,5,1,5,SOCIALIZING,2,1,WORK,5,1,1,3,3,1,,ETC,simple_worker,1,1,48,0,1,2
6056,36,N,4,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,8,2,2,STUDY,3,,,3,3,3,2,3,1,,CONSTRUCTION,skill_own_worker,1,1,40,0,1,3
4257,37,N,4,1,Y,Y,N,N,N,1,43,2,APT,100,1,OWN,6,1,1,WORK,2,1,WORK,3,4,2,2,3,1,,MANUFACTURE,machine_tech,1,1,69,0,3,2
4547,37,N,4,1,Y,Y,N,N,N,2,43,2,APT,100,1,OWN,5,1,1,WORK,1,1,WORK,2,4,3,4,6,2,,ETC,expert,1,1,0,0,1,4
4577,37,N,4,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,5,2,1,WORK,1,3,CHI_CARE,3,3,3,3,4,1,,MANUFACTURE,expert,1,1,46,0,1,3
4804,37,N,4,1,Y,Y,N,N,N,1,43,2,APT,84,1,OWN,6,3,,,1,1,WORK,3,4,3,3,4,1,,FACILITY_MANA,saler_worker,1,1,72,1,3,3
8723,38,N,3,0,Y,Y,N,N,N,1,43,2,APT,85,1,OWN,9,3,,,2,1,WORK,2,3,3,2,4,1,,MANUFACTURE,skill_own_worker,1,1,40,0,1,2
8724,38,N,4,1,Y,Y,N,N,N,1,43,2,APT,84,1,OWN,9,1,1,WORK,2,1,WORK,3,3,3,3,5,1,,PUBLIC,office_worker,1,1,50,0,1,2
8755,38,N,4,0,Y,Y,N,N,N,1,43,2,APT,108,1,OWN,5,1,1,WORK,1,6,HEALTH,1,1,1,2,5,1,,SOCIAL_WELFARE,office_worker,1,1,60,6,1,3
8991,38,N,3,1,Y,Y,N,N,N,2,43,2,APT,60,1,OWN,6,1,4,HOUSEWORK,2,3,CHI_CARE,2,2,2,4,5,1,,FACILITY_MANA,skill_own_worker,3,2,15,0,5,2
9207,38,N,3,1,Y,Y,N,N,N,1,43,2,APT,83,1,OWN,3,2,1,WORK,2,5,SOCIALIZING,3,3,3,2,4,1,,WHOLESALE_RETAIL,simple_worker,5,,48,0,1,2
6833,39,N,2,0,Y,Y,N,N,N,1,43,3,SMALL_FLAT,79,3,RENT_DEPOSIT,6,3,,,2,1,WORK,2,2,2,4,5,1,,ETC,office_worker,1,1,40,0,1,2
6893,39,N,4,0,Y,Y,N,N,N,1,43,3,SMALL_FLAT,80,1,OWN,6,1,1,WORK,1,1,WORK,2,4,3,2,4,1,,CONSTRUCTION,skill_own_worker,5,,60,0,3,2
6906,39,N,4,1,Y,Y,N,N,N,1,43,3,SMALL_FLAT,75,1,OWN,4,1,1,WORK,1,1,WORK,3,3,3,3,5,1,,PROFESSIONAL_SER,expert,1,1,40,0,1,3
3466,22,N,3,0,N,Y,N,N,N,2,43,2,APT,85,1,OWN,9,1,1,WORK,1,1,WORK,2,2,3,4,6,1,,SOCIAL_WELFARE,expert,1,1,26,0,1,2
9847,25,N,4,0,N,Y,N,N,N,2,43,2,APT,76,2,JEONSE,4,2,4,HOUSEWORK,2,1,WORK,3,3,3,3,3,1,,SOCIAL_WELFARE,simple_worker,2,1,48,0,3,4
8149,26,N,2,0,N,Y,N,N,N,2,43,1,SINGLE,99,3,RENT_DEPOSIT,4,1,1,WORK,2,1,WORK,1,3,4,4,4,1,,HOTEL_RESTAU,service_worker,1,1,72,0,3,2
8506,26,N,3,0,N,Y,N,N,N,2,43,2,APT,85,1,OWN,5,2,4,HOUSEWORK,1,8,ETC,3,3,4,4,3,1,,CONSTRUCTION,office_worker,1,2,48,0,1,3
1354,31,Y,3,0,N,Y,N,N,N,2,43,2,APT,60,3,RENT_DEPOSIT,4,3,,,2,1,WORK,3,4,4,3,4,1,,EDUCATION,expert,5,,45,0,1,3
10286,34,N,3,0,N,Y,N,N,N,2,43,2,APT,59,1,OWN,4,1,1,WORK,1,1,WORK,4,4,4,4,3,1,,WHOLESALE_RETAIL,service_worker,4,,60,0,3,2
7128,39,N,2,0,N,Y,N,N,N,2,43,4,ETC,84,1,OWN,2,2,4,HOUSEWORK,2,1,WORK,3,3,3,4,5,1,,SOCIAL_WELFARE,service_worker,2,2,28,0,1,2
2355,11,Y,4,0,Y,N,Y,N,N,2,43,1,SINGLE,50,2,JEONSE,5,3,,,3,,,2,2,2,3,5,3,2,,,,,,,,2
2435,11,Y,4,1,Y,N,Y,N,N,1,43,2,APT,86,1,OWN,5,1,4,HOUSEWORK,2,4,HOUSEWORK,1,3,3,2,5,1,,FACILITY_MANA,office_worker,1,1,52,0,1,2
2605,11,Y,4,0,Y,N,Y,N,N,1,43,2,APT,108,1,OWN,6,2,1,WORK,2,1,WORK,2,3,3,2,5,1,,WHOLESALE_RETAIL,saler_worker,4,,50,0,1,2
2825,11,Y,4,1,Y,N,Y,N,N,1,43,2,APT,50,3,RENT_DEPOSIT,3,2,1,WORK,2,1,WORK,3,4,3,3,3,1,,CONSTRUCTION,skill_own_worker,3,1,45,0,5,3
3233,11,Y,4,2,Y,N,Y,N,N,1,43,2,APT,94,1,OWN,9,2,1,WORK,1,1,WORK,3,3,3,3,5,1,,EDUCATION,expert,1,1,60,0,1,3
3399,11,Y,2,0,Y,N,Y,N,N,1,43,1,SINGLE,59,5,COMPLIMENTARY,3,2,1,WORK,2,1,WORK,2,2,1,3,6,1,,ETC,expert,1,1,48,0,3,3
7499,21,N,5,1,Y,N,Y,N,N,1,43,2,APT,126,2,JEONSE,8,2,6,MOVETIME,2,1,WORK,2,2,2,2,7,1,,PROFESSIONAL_SER,expert,1,1,42,0,1,2
8088,21,N,5,1,Y,N,Y,N,N,1,43,2,APT,84,1,OWN,6,1,6,MOVETIME,2,8,ETC,1,1,2,2,5,1,,WHOLESALE_RETAIL,office_worker,4,,40,0,3,2
3815,22,N,4,0,Y,N,Y,N,N,2,43,2,APT,85,3,RENT_DEPOSIT,5,2,4,HOUSEWORK,2,4,HOUSEWORK,2,2,2,3,4,3,2,,,,,,,,3
3995,22,N,4,2,Y,N,Y,N,N,1,43,2,APT,84,1,OWN,3,3,,,2,1,WORK,3,3,3,2,5,1,,HOTEL_RESTAU,service_worker,4,,50,0,4,3
489,23,Y,3,1,Y,N,Y,N,N,1,43,2,APT,73,2,JEONSE,8,2,6,MOVETIME,1,3,CHI_CARE,2,4,1,4,7,1,,MANUFACTURE,expert,1,1,40,0,1,2
672,23,Y,4,1,Y,N,Y,N,N,1,43,2,APT,84,2,JEONSE,4,3,,,2,5,SOCIALIZING,1,1,1,2,7,1,,ETC,expert,2,1,50,0,3,2
5056,24,N,4,2,Y,N,Y,N,N,1,43,2,APT,52,1,OWN,5,2,1,WORK,2,1,WORK,2,4,3,3,4,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
9480,25,N,6,4,Y,N,Y,N,N,1,43,3,SMALL_FLAT,73,2,JEONSE,4,2,1,WORK,2,1,WORK,4,3,2,3,4,1,,WHOLESALE_RETAIL,office_worker,1,1,40,0,1,1
9771,25,N,5,2,Y,N,Y,N,N,2,43,2,APT,120,1,OWN,5,1,4,HOUSEWORK,1,4,HOUSEWORK,4,5,5,4,5,3,1,,,,,,,,3
9775,25,N,3,1,Y,N,Y,N,N,1,43,2,APT,84,3,RENT_DEPOSIT,5,1,1,WORK,1,1,WORK,2,5,3,3,5,1,,CONSTRUCTION,expert,4,,60,0,5,3
8239,26,N,6,1,Y,N,Y,N,N,2,43,1,SINGLE,132,1,OWN,5,2,3,CHI_CARE,1,6,HEALTH,5,3,2,4,3,3,1,,,,,,,,4
8448,26,N,4,2,Y,N,Y,N,N,1,43,2,APT,76,1,OWN,5,1,1,WORK,1,1,WORK,4,4,2,4,3,1,,MANUFACTURE,machine_tech,1,1,40,0,1,3
8488,26,N,5,1,Y,N,Y,N,N,1,43,2,APT,115,1,OWN,5,2,1,WORK,1,1,WORK,3,4,3,3,3,1,,MANUFACTURE,manager,1,1,35,0,3,4
8561,26,N,5,2,Y,N,Y,N,N,1,43,2,APT,83,1,OWN,7,3,,,2,1,WORK,2,4,2,2,6,1,,MANUFACTURE,expert,1,1,40,0,1,2
8565,26,N,4,2,Y,N,Y,N,N,1,43,2,APT,83,2,JEONSE,3,1,1,WORK,1,1,WORK,3,4,4,3,5,1,,MANUFACTURE,office_worker,1,1,46,0,3,3
11393,29,N,4,0,Y,N,Y,N,N,1,43,2,APT,106,2,JEONSE,3,3,,,2,1,WORK,2,3,3,2,3,1,,MANUFACTURE,machine_tech,1,1,50,0,1,2
11508,29,N,4,1,Y,N,Y,N,N,2,43,2,APT,84,1,OWN,5,2,4,HOUSEWORK,1,3,CHI_CARE,3,3,3,3,5,3,1,,,,,,,,3
